quantized_duration,count,mean,std,min,25%,50%,75%,max
3.6,5313.0,18.85375494071146,2.8721295121675063,2.0,17.0,19.0,21.0,31.0
3.7,4911.0,19.269598859702707,3.028078077785259,4.0,18.0,19.0,21.0,29.0
3.8,4754.0,19.838031131678587,3.0227165727103893,4.0,18.0,20.0,22.0,30.0
3.9,4399.0,20.28461013866788,3.1490078021303924,5.0,19.0,20.0,22.0,30.0
4.0,4062.0,20.78237321516494,3.217917163288576,3.0,19.0,21.0,23.0,32.0
4.1,3900.0,21.143333333333334,3.311667168883763,0.0,19.0,21.0,23.0,49.0
4.2,3469.0,21.638224272124532,3.394181000764468,3.0,20.0,22.0,24.0,33.0
4.3,3348.0,22.034348864994026,3.4432984356975034,3.0,20.0,22.0,24.0,33.0
4.4,3111.0,22.673738347798135,3.501393586731003,4.0,21.0,23.0,25.0,37.0
4.5,2874.0,23.045233124565065,3.6641136849649683,4.0,21.0,23.0,25.0,34.0
4.6,2637.0,23.514220705346986,3.711254911896164,7.0,22.0,24.0,26.0,34.0
4.7,2529.0,23.8928430209569,3.9368009957545205,4.0,22.0,24.0,26.0,35.0
4.8,2287.0,24.314822912111936,4.04704008702675,4.0,22.0,25.0,27.0,35.0
4.9,2181.0,24.688674919761578,4.343169807560129,4.0,23.0,25.0,27.0,38.0
5.0,1938.0,25.24716202270382,4.16332844778461,4.0,24.0,26.0,28.0,36.0
5.1,1853.0,25.58121964382083,4.315889726025968,4.0,24.0,26.0,28.0,36.0
5.2,1736.0,25.911290322580644,4.48811037107869,4.0,24.0,26.0,29.0,41.0
5.3,1597.0,26.714464621164684,4.520060817235838,7.0,25.0,27.0,30.0,40.0
5.4,1426.0,26.93969144460028,4.711524762636537,4.0,25.0,28.0,30.0,40.0
5.5,1286.0,27.541213063763607,4.880622823974338,8.0,25.0,28.0,31.0,40.0
5.6,1371.0,27.85412107950401,5.114657926492942,6.0,26.0,28.0,31.0,41.0
5.7,1169.0,28.327630453378955,5.1653745054087405,4.0,26.0,29.0,31.0,57.0
5.8,1054.0,28.655597722960152,5.068381586127558,8.0,26.0,29.0,32.0,42.0
5.9,948.0,29.19409282700422,5.400172757202859,1.0,27.0,30.0,32.25,45.0
6.0,914.0,29.24398249452954,6.004251132153174,4.0,27.0,30.0,33.0,44.0
6.1,854.0,29.707259953161593,5.7078969779808695,6.0,27.0,31.0,33.0,45.0
6.2,774.0,30.14470284237726,5.8705079197878645,9.0,28.0,31.0,34.0,44.0
6.3,743.0,31.072678331090174,5.605887760896068,4.0,29.0,32.0,35.0,43.0
6.4,663.0,30.822021116138764,6.240763385273741,8.0,28.0,32.0,35.0,48.0
6.5,609.0,31.267651888341543,6.3773051485377685,9.0,29.0,32.0,35.0,47.0
6.6,581.0,30.815834767641995,6.6302980533381355,10.0,27.0,32.0,35.0,45.0
6.7,514.0,31.389105058365757,7.3818410288556064,5.0,29.0,33.0,36.0,51.0
6.8,475.0,31.911578947368422,7.003056342382014,8.0,29.0,33.0,37.0,49.0
6.9,456.0,32.08991228070175,7.501694108518616,7.0,28.0,34.0,37.0,52.0
7.0,387.0,32.21963824289406,7.708808424778285,6.0,29.0,34.0,37.0,48.0
7.1,378.0,32.907407407407405,7.865878239299712,6.0,29.0,34.0,39.0,52.0
7.2,350.0,33.04,7.444434085534521,10.0,30.0,35.0,38.0,50.0
7.3,343.0,33.20991253644315,8.45816783994631,10.0,29.0,35.0,39.0,56.0
7.4,320.0,33.9375,8.229610502825341,2.0,30.0,36.0,39.0,53.0
7.5,277.0,34.194945848375454,9.023213405439355,10.0,29.0,36.0,40.0,53.0
7.6,271.0,34.2140221402214,8.244321663326637,11.0,29.5,36.0,40.0,52.0
7.7,259.0,35.536679536679536,8.545455645406095,9.0,30.0,37.0,41.0,56.0
7.8,265.0,35.15094339622642,8.608479405053975,8.0,31.0,37.0,41.0,52.0
7.9,218.0,35.73853211009175,9.395580962035906,10.0,29.0,37.0,42.75,56.0
8.0,225.0,34.715555555555554,9.448118566383704,11.0,29.0,37.0,41.0,52.0
8.1,230.0,36.721739130434784,8.656015225397013,6.0,33.0,38.0,43.0,52.0
8.2,193.0,35.49740932642487,9.389779656810603,10.0,28.0,37.0,43.0,57.0
8.3,179.0,36.07821229050279,10.86715105568332,10.0,27.0,38.0,44.0,60.0
8.4,159.0,36.65408805031446,10.456654002543402,14.0,28.5,39.0,45.0,57.0
8.5,149.0,36.57046979865772,10.16702076639388,11.0,28.0,38.0,45.0,56.0
8.6,138.0,37.38405797101449,11.083836106183256,8.0,30.0,39.0,46.0,60.0
8.7,133.0,36.12781954887218,11.004416147850348,7.0,27.0,38.0,45.0,58.0
8.8,142.0,36.91549295774648,9.77585167626862,14.0,30.0,37.5,45.0,54.0
8.9,122.0,38.549180327868854,11.002706247879676,7.0,33.0,41.0,46.0,60.0
9.0,110.0,36.60909090909091,10.55531124582534,8.0,29.0,37.0,45.0,59.0
9.1,95.0,39.136842105263156,10.23823718029185,14.0,31.0,39.0,47.5,60.0
9.2,116.0,38.55172413793103,10.895028645001917,11.0,31.75,39.5,48.0,66.0
9.3,100.0,36.8,10.097504442167677,13.0,29.0,37.5,46.0,53.0
9.4,99.0,37.25252525252525,11.438695011146564,10.0,29.5,36.0,46.5,66.0
9.5,75.0,35.85333333333333,12.221705694791137,8.0,27.5,38.0,45.5,59.0
9.6,84.0,36.17857142857143,10.091342722085873,16.0,28.0,37.0,45.0,56.0
9.7,76.0,38.1578947368421,12.202789442395481,10.0,30.0,39.5,48.0,58.0
9.8,75.0,38.25333333333333,11.948191464789945,10.0,31.0,40.0,47.5,61.0
9.9,54.0,37.7037037037037,11.778825949165764,9.0,31.25,37.5,47.75,62.0
10.0,74.0,38.37837837837838,10.9127331718285,14.0,29.5,38.0,46.75,61.0
10.1,55.0,38.054545454545455,11.965100766965415,16.0,29.5,38.0,47.5,61.0
10.2,63.0,38.84126984126984,13.16790618132605,7.0,29.0,41.0,50.0,64.0
10.3,61.0,38.24590163934426,10.676540853205402,17.0,33.0,37.0,45.0,60.0
10.4,58.0,39.03448275862069,11.141774587373318,13.0,32.25,39.5,47.0,60.0
10.5,45.0,40.51111111111111,11.637756387610704,3.0,34.0,42.0,49.0,67.0
10.6,42.0,37.142857142857146,14.4164056759388,14.0,26.25,34.5,47.75,74.0
10.7,46.0,36.41304347826087,11.748429846780988,10.0,28.0,34.5,44.0,59.0
10.8,63.0,36.06349206349206,13.174845308356735,13.0,25.0,35.0,44.5,66.0
10.9,48.0,42.0625,12.683388784699055,20.0,32.0,41.0,52.0,68.0
11.0,57.0,42.59649122807018,13.120131272648488,16.0,34.0,43.0,50.0,67.0
11.1,35.0,43.68571428571428,12.99948285978518,21.0,34.5,42.0,51.0,80.0
11.2,57.0,41.05263157894737,14.743547078336604,9.0,31.0,43.0,50.0,76.0
11.3,58.0,41.55172413793103,14.073955557886775,18.0,32.0,38.5,50.5,74.0
11.4,40.0,39.825,14.890863659063584,17.0,29.0,38.0,49.25,89.0
11.5,44.0,43.90909090909091,14.466992393783023,21.0,34.0,42.0,53.0,74.0
11.6,44.0,46.70454545454545,14.350398334078502,18.0,33.0,47.0,57.25,80.0
11.7,40.0,48.575,17.698163746558567,19.0,36.0,43.0,67.0,80.0
11.8,28.0,43.714285714285715,15.223902120257991,11.0,33.75,44.0,53.25,74.0
11.9,25.0,43.68,14.741438193066507,14.0,35.0,43.0,53.0,74.0
12.0,43.0,40.0,11.081945849422105,19.0,33.0,39.0,45.5,75.0
12.1,32.0,41.9375,11.812889351835548,18.0,35.75,42.5,46.5,66.0
12.2,34.0,42.088235294117645,14.446070341327962,20.0,30.0,41.0,51.5,80.0
12.3,35.0,43.51428571428571,15.504024958570158,14.0,34.5,43.0,51.5,74.0
12.4,39.0,42.666666666666664,13.532287575186388,17.0,33.0,45.0,52.0,75.0
12.5,29.0,51.44827586206897,17.97535258326275,20.0,41.0,49.0,65.0,81.0
12.6,29.0,45.51724137931034,15.225966283329402,14.0,34.0,45.0,56.0,74.0
12.7,29.0,47.93103448275862,17.51108023608146,15.0,33.0,47.0,65.0,80.0
12.8,33.0,46.57575757575758,15.481905371736191,18.0,35.0,48.0,62.0,80.0
12.9,21.0,46.42857142857143,17.185957723011622,15.0,33.0,49.0,55.0,80.0
13.0,27.0,46.7037037037037,11.876981016347465,13.0,42.0,47.0,53.0,74.0
13.1,20.0,48.6,16.242893182785153,19.0,36.25,53.5,62.0,72.0
13.2,26.0,48.15384615384615,12.606957785896826,22.0,43.25,48.0,56.25,68.0
13.3,28.0,46.17857142857143,15.458555275863628,16.0,40.0,47.0,57.0,78.0
13.4,25.0,44.8,17.21433511156714,11.0,35.0,41.0,55.0,80.0
13.5,27.0,51.0,20.030745598473594,16.0,37.0,54.0,64.5,80.0
13.6,19.0,47.473684210526315,15.089983510235566,25.0,37.0,45.0,53.0,80.0
13.7,18.0,44.388888888888886,13.987973359025618,21.0,35.25,46.5,52.0,74.0
13.8,26.0,45.07692307692308,16.991581626024285,8.0,35.25,44.5,54.5,80.0
13.9,22.0,48.72727272727273,17.639732797300905,13.0,41.0,49.0,60.0,77.0
14.0,17.0,44.0,18.196840385077845,22.0,26.0,44.0,56.0,71.0
14.1,19.0,47.73684210526316,14.254987841544207,16.0,40.0,47.0,55.0,74.0
14.2,17.0,45.705882352941174,14.576370886997013,16.0,37.0,45.0,56.0,67.0
14.3,25.0,50.4,15.837718690939468,16.0,39.0,55.0,60.0,86.0
14.4,14.0,48.57142857142857,14.664002422018589,20.0,36.75,49.0,58.75,76.0
14.5,17.0,48.76470588235294,14.166551325943383,20.0,46.0,51.0,57.0,69.0
14.6,22.0,50.0,14.809906594348709,26.0,36.5,50.5,61.25,80.0
14.7,20.0,52.85,13.788916220150002,27.0,42.5,54.5,61.0,84.0
14.8,26.0,54.34615384615385,15.994854941992585,22.0,40.75,59.5,64.0,80.0
14.9,22.0,49.90909090909091,12.393965854817806,22.0,41.25,52.0,57.75,78.0
15.0,28.0,47.75,15.777679968397926,15.0,35.75,49.0,59.5,76.0
15.1,27.0,55.074074074074076,17.128307487283074,20.0,45.5,57.0,64.5,88.0
15.2,10.0,49.7,12.37425643108394,25.0,41.25,52.5,59.75,63.0
15.3,26.0,51.57692307692308,11.374262444389355,30.0,44.5,54.5,59.75,74.0
15.4,11.0,56.81818181818182,14.972095256297175,15.0,56.0,62.0,63.5,72.0
15.5,21.0,50.95238095238095,14.055163430128411,17.0,43.0,50.0,61.0,84.0
15.6,9.0,55.111111111111114,22.4746771080501,11.0,48.0,54.0,71.0,86.0
15.7,15.0,56.266666666666666,11.442194261758079,34.0,51.5,58.0,61.5,77.0
15.8,17.0,51.05882352941177,15.6982108384813,16.0,48.0,54.0,63.0,75.0
15.9,8.0,54.0,17.237832147426694,35.0,40.5,53.0,58.5,87.0
16.0,14.0,48.642857142857146,15.370336780541042,24.0,41.5,51.0,59.0,79.0
16.1,21.0,50.95238095238095,16.728646659177755,19.0,33.0,56.0,65.0,76.0
16.2,18.0,54.611111111111114,14.990737881179239,23.0,46.25,53.5,62.25,95.0
16.3,19.0,56.36842105263158,10.980844565352022,32.0,52.5,55.0,63.0,75.0
16.4,18.0,49.22222222222222,17.864047217988873,14.0,37.75,55.0,62.5,72.0
16.5,17.0,51.88235294117647,14.334758251105843,33.0,42.0,45.0,60.0,84.0
16.6,19.0,59.89473684210526,15.249388828707948,29.0,51.0,61.0,72.5,85.0
16.7,15.0,43.46666666666667,16.28700913816489,16.0,34.0,48.0,57.0,64.0
16.8,24.0,60.708333333333336,13.693791569037112,29.0,50.75,62.5,67.5,88.0
16.9,13.0,56.92307692307692,12.399338278456222,34.0,50.0,59.0,62.0,78.0
17.0,17.0,58.0,19.681844425764574,26.0,46.0,57.0,70.0,96.0
17.1,19.0,54.0,15.499103916750228,24.0,44.5,50.0,65.5,78.0
17.2,15.0,59.13333333333333,13.694976486010516,24.0,53.5,61.0,67.0,83.0
17.3,19.0,59.21052631578947,15.09075856781384,17.0,52.0,60.0,71.0,82.0
17.4,9.0,62.333333333333336,19.868316486305527,28.0,55.0,66.0,72.0,90.0
17.5,19.0,62.421052631578945,15.614508173396818,19.0,54.5,63.0,72.5,87.0
17.6,8.0,57.375,23.91614816096319,21.0,44.5,55.5,79.5,87.0
17.7,18.0,67.27777777777777,17.09766257005551,30.0,57.5,71.5,77.25,91.0
17.8,14.0,60.07142857142857,11.371112425888585,44.0,49.5,62.0,66.75,79.0
17.9,16.0,57.4375,21.43507639361241,26.0,39.25,58.5,69.75,99.0
18.0,23.0,61.82608695652174,15.856321291560214,36.0,47.5,62.0,73.5,87.0
18.1,12.0,68.25,11.394775517354832,53.0,61.0,68.5,76.0,88.0
18.2,16.0,63.8125,17.329045944117446,13.0,59.0,65.5,71.5,93.0
18.3,13.0,53.23076923076923,23.87869987441334,17.0,42.0,46.0,65.0,99.0
18.4,14.0,61.142857142857146,17.83625151571563,28.0,55.5,63.5,69.75,96.0
18.5,11.0,59.45454545454545,14.935619413761428,30.0,53.0,59.0,69.5,79.0
18.6,16.0,58.5625,15.099530897790611,33.0,49.0,56.0,70.25,83.0
18.7,19.0,64.36842105263158,18.34608806717173,22.0,58.0,65.0,79.5,88.0
18.8,14.0,60.785714285714285,20.573240915282206,22.0,45.5,63.0,72.0,99.0
18.9,14.0,60.642857142857146,24.415024198091768,14.0,43.75,66.0,81.75,93.0
19.0,9.0,67.44444444444444,16.56133381638622,41.0,61.0,66.0,74.0,100.0
19.1,11.0,64.18181818181819,10.058013539642724,48.0,59.0,67.0,70.5,78.0
19.2,14.0,64.64285714285714,16.509238173063743,29.0,54.5,63.5,70.75,91.0
19.3,13.0,60.92307692307692,22.07359485320843,21.0,46.0,61.0,82.0,91.0
19.4,16.0,58.0,16.753109164172084,29.0,48.25,58.0,73.0,84.0
19.5,14.0,63.57142857142857,20.578982129699845,25.0,46.75,67.5,79.25,97.0
19.6,14.0,67.64285714285714,21.567807715906817,19.0,60.25,68.0,86.75,92.0
19.7,15.0,66.6,15.041846391222816,41.0,56.0,71.0,76.0,89.0
19.8,7.0,69.14285714285714,17.420568029665123,49.0,57.5,65.0,78.0,99.0
19.9,11.0,63.54545454545455,17.89057649358252,32.0,54.0,66.0,69.0,104.0
20.0,14.0,66.14285714285714,21.18365532072434,22.0,58.75,67.0,78.75,105.0
20.1,13.0,68.6923076923077,11.757158212372973,46.0,66.0,69.0,79.0,82.0
20.2,17.0,68.3529411764706,20.86246982163961,35.0,50.0,73.0,86.0,101.0
20.3,14.0,68.42857142857143,16.364663082452928,41.0,58.25,73.5,81.0,91.0
20.4,16.0,64.8125,20.053989628001705,38.0,47.0,64.0,79.5,97.0
20.5,13.0,64.92307692307692,16.89408939275084,39.0,56.0,60.0,79.0,103.0
20.6,19.0,68.47368421052632,18.936644138496934,21.0,56.0,67.0,82.0,93.0
20.7,16.0,67.625,14.42624922378186,44.0,59.0,67.5,74.25,99.0
20.8,11.0,69.54545454545455,26.882572928808866,14.0,55.0,76.0,87.5,106.0
20.9,13.0,68.6923076923077,14.766993687413244,35.0,60.0,73.0,76.0,87.0
21.0,11.0,70.54545454545455,23.338224595558405,42.0,49.0,77.0,91.0,103.0
21.1,17.0,67.0,20.346989949375804,39.0,52.0,62.0,89.0,106.0
21.2,16.0,65.1875,24.470986221782454,21.0,57.25,68.0,77.75,101.0
21.3,9.0,73.55555555555556,18.221629394150728,42.0,62.0,74.0,90.0,92.0
21.4,14.0,57.642857142857146,22.061477539113085,7.0,56.0,61.5,70.0,83.0
21.5,13.0,72.76923076923077,16.518443460537508,43.0,66.0,72.0,76.0,109.0
21.6,13.0,66.46153846153847,23.08540442435214,22.0,57.0,67.0,86.0,90.0
21.7,16.0,73.9375,22.85160461178456,31.0,61.5,75.5,92.5,103.0
21.8,12.0,67.25,19.868316486305527,19.0,60.25,64.5,79.0,93.0
21.9,20.0,75.8,21.020290948960422,29.0,64.75,81.5,91.0,104.0
22.0,13.0,71.3076923076923,21.22256902209146,37.0,60.0,72.0,80.0,119.0
22.1,6.0,81.5,19.39845354661036,52.0,74.5,79.0,96.25,104.0
22.2,14.0,61.42857142857143,12.888362584513603,34.0,53.75,66.0,67.0,82.0
22.3,8.0,68.375,19.316443772081858,46.0,53.5,61.5,87.0,96.0
22.4,9.0,80.22222222222223,29.74381354911378,30.0,70.0,78.0,96.0,131.0
22.5,10.0,63.5,21.905098341101628,20.0,53.5,66.5,79.75,89.0
22.6,15.0,68.33333333333333,21.56606682024421,37.0,49.0,74.0,77.5,107.0
22.7,13.0,72.38461538461539,24.696620759186402,37.0,48.0,74.0,85.0,117.0
22.8,16.0,74.6875,19.86527539871186,48.0,56.5,72.5,88.5,114.0
22.9,15.0,69.46666666666667,17.418654477585914,32.0,56.0,70.0,83.5,97.0
23.0,9.0,76.33333333333333,15.652475842498529,51.0,71.0,76.0,89.0,98.0
23.1,16.0,70.9375,23.758419560231694,10.0,64.75,76.0,79.75,119.0
23.2,12.0,85.25,23.40211723133381,50.0,66.75,83.5,103.5,120.0
23.3,17.0,75.47058823529412,22.254543488518316,30.0,68.0,86.0,89.0,105.0
23.4,15.0,76.66666666666667,26.31041799816368,20.0,60.5,85.0,94.0,117.0
23.5,14.0,82.0,15.762662797304854,53.0,75.0,83.5,92.5,111.0
23.6,11.0,82.54545454545455,20.597881620999946,52.0,66.0,78.0,99.0,108.0
23.7,12.0,76.0,18.429225801328812,44.0,59.5,78.5,86.25,109.0
23.8,16.0,73.8125,28.736083588408494,3.0,59.75,82.5,95.25,108.0
23.9,15.0,74.8,19.788885769542457,43.0,59.5,70.0,94.0,102.0
24.0,7.0,68.28571428571429,18.856601723837425,41.0,58.0,71.0,78.0,94.0
24.1,9.0,80.66666666666667,17.327723451163457,48.0,71.0,81.0,93.0,107.0
24.2,15.0,76.53333333333333,18.129954166937047,39.0,66.5,83.0,89.5,98.0
24.3,11.0,80.63636363636364,15.19389829683434,57.0,72.0,79.0,89.5,106.0
24.4,12.0,74.08333333333333,11.277155777244651,61.0,64.5,74.0,82.5,94.0
24.5,17.0,85.17647058823529,19.650811987414308,45.0,71.0,87.0,102.0,118.0
24.6,18.0,78.11111111111111,23.247742177249584,43.0,54.5,81.5,95.75,110.0
24.7,14.0,78.21428571428571,17.44079466885952,46.0,65.75,76.0,92.75,104.0
24.8,15.0,84.33333333333333,17.49557767252165,55.0,71.0,88.0,97.0,117.0
24.9,15.0,89.33333333333333,16.88899331630205,64.0,77.0,87.0,103.0,119.0
25.0,15.0,68.93333333333334,29.455697160958444,6.0,58.5,72.0,83.5,120.0
25.1,17.0,86.3529411764706,20.356022378127403,52.0,73.0,88.0,104.0,123.0
25.2,29.0,80.51724137931035,17.453245072100433,47.0,68.0,84.0,93.0,107.0
25.3,20.0,79.4,27.823503884684484,29.0,64.5,73.0,99.75,132.0
25.4,17.0,80.29411764705883,16.83287225149927,50.0,68.0,80.0,96.0,108.0
25.5,20.0,79.4,19.345610137158957,47.0,67.5,74.0,96.5,118.0
25.6,24.0,79.83333333333333,18.737701280449592,45.0,68.0,80.5,92.0,120.0
25.7,14.0,77.85714285714286,19.330554303235324,30.0,70.0,82.0,88.5,110.0
25.8,7.0,94.28571428571429,10.843035948083386,76.0,90.5,96.0,99.0,109.0
25.9,16.0,95.4375,14.778221588991462,70.0,84.75,92.0,107.75,120.0
26.0,10.0,85.2,22.880365187450817,44.0,78.5,87.5,98.25,114.0
26.1,12.0,75.33333333333333,23.402926519924165,31.0,54.5,80.5,90.75,110.0
26.2,10.0,76.6,28.5820456464077,32.0,56.25,81.5,97.75,114.0
26.3,21.0,78.71428571428571,19.259135123735064,42.0,65.0,76.0,89.0,117.0
26.4,19.0,89.42105263157895,23.000762763858468,52.0,79.0,91.0,101.0,142.0
26.5,18.0,85.55555555555556,17.951641649400667,60.0,73.25,85.5,91.5,128.0
26.6,17.0,87.05882352941177,23.37592401445153,39.0,70.0,91.0,104.0,122.0
26.7,11.0,93.63636363636364,17.454356059578522,64.0,83.0,94.0,107.0,115.0
26.8,13.0,79.61538461538461,24.387628221219263,34.0,58.0,76.0,105.0,113.0
26.9,13.0,90.38461538461539,18.56761724768179,55.0,79.0,90.0,96.0,130.0
27.0,17.0,92.52941176470588,20.66433415047175,60.0,78.0,99.0,109.0,122.0
27.1,13.0,93.07692307692308,28.432556276393026,27.0,83.0,101.0,107.0,138.0
27.2,14.0,95.21428571428571,23.88491178524658,57.0,78.0,103.0,116.5,126.0
27.3,22.0,89.5909090909091,22.03602913608938,51.0,76.25,88.0,99.75,132.0
27.4,8.0,67.0,28.85926441989024,27.0,50.75,66.0,81.0,118.0
27.5,15.0,84.2,20.445747025446913,51.0,73.5,86.0,90.5,129.0
27.6,17.0,86.41176470588235,24.637519212395887,50.0,66.0,78.0,106.0,133.0
27.7,17.0,98.47058823529412,22.869514771467124,55.0,82.0,102.0,115.0,136.0
27.8,16.0,96.75,18.426430292743447,63.0,84.0,93.5,110.5,124.0
27.9,15.0,86.4,12.477408155771547,65.0,78.5,86.0,94.0,111.0
28.0,21.0,84.28571428571429,27.91261875414569,37.0,64.0,85.0,103.0,138.0
28.1,20.0,77.4,21.721684532912462,43.0,59.75,76.0,92.5,117.0
28.2,20.0,87.95,22.970175170608105,54.0,65.75,86.0,100.75,131.0
28.3,21.0,86.0,22.84075305238424,40.0,76.0,87.0,96.0,127.0
28.4,18.0,81.88888888888889,19.69738378832517,48.0,71.25,77.5,90.5,135.0
28.5,17.0,87.3529411764706,30.587867644849382,24.0,67.0,86.0,102.0,142.0
28.6,20.0,85.65,24.203686104654214,40.0,72.5,84.0,98.0,136.0
28.7,9.0,73.33333333333333,22.874658467395747,27.0,62.0,79.0,89.0,96.0
28.8,17.0,95.88235294117646,24.476729645065884,63.0,76.0,93.0,115.0,141.0
28.9,12.0,89.58333333333333,28.522585415559348,40.0,71.25,93.5,107.75,139.0
29.0,15.0,80.0,23.464258534448273,36.0,63.0,86.0,95.5,124.0
29.1,16.0,92.3125,23.525075274410213,42.0,82.0,93.5,109.75,126.0
29.2,8.0,84.25,21.677835948926532,58.0,68.0,81.0,98.0,124.0
29.3,18.0,95.61111111111111,26.80460647173495,37.0,74.75,102.0,117.5,133.0
29.4,14.0,90.42857142857143,19.80176482311337,53.0,74.25,95.5,107.75,113.0
29.5,8.0,87.625,39.92112759644232,35.0,53.5,91.0,128.0,130.0
29.6,12.0,93.66666666666667,20.65444408852634,65.0,75.0,94.0,104.5,128.0
29.7,8.0,96.125,20.378122021983703,72.0,79.25,96.0,109.5,124.0
29.8,6.0,83.16666666666667,42.733671345517074,13.0,66.75,85.5,115.5,129.0
29.9,8.0,85.625,24.47119297693281,53.0,73.25,84.5,95.25,129.0
30.0,7.0,93.0,29.563490998188964,58.0,74.5,91.0,102.5,148.0
30.1,5.0,90.4,19.191143790821847,65.0,76.0,96.0,106.0,109.0
30.2,4.0,97.0,31.75951301054011,50.0,94.25,109.0,111.75,120.0
30.3,6.0,98.83333333333333,27.902807505100032,66.0,80.0,95.0,116.0,139.0
30.4,2.0,81.5,3.5355339059327378,79.0,80.25,81.5,82.75,84.0
30.5,7.0,96.71428571428571,34.23309454175538,66.0,76.5,93.0,98.5,168.0
30.6,1.0,94.0,,94.0,94.0,94.0,94.0,94.0
30.7,6.0,83.33333333333333,24.881050352962728,40.0,76.5,86.5,99.5,110.0
30.8,4.0,114.0,27.53179979587241,77.0,104.75,118.0,127.25,143.0
30.9,5.0,96.0,44.86646854834911,37.0,60.0,121.0,121.0,141.0
31.0,3.0,103.0,29.546573405388315,70.0,91.0,112.0,119.5,127.0
31.1,7.0,97.85714285714286,37.36053430840523,45.0,83.0,95.0,106.0,167.0
31.2,3.0,97.33333333333333,21.96208854670551,72.0,90.5,109.0,110.0,111.0
31.3,4.0,86.0,12.328828005937952,78.0,78.0,81.0,89.0,104.0
31.4,2.0,110.5,21.920310216782973,95.0,102.75,110.5,118.25,126.0
31.5,4.0,98.75,25.26361019331956,80.0,86.0,89.5,102.25,136.0
31.6,6.0,97.33333333333333,16.439789130845526,72.0,87.75,101.5,110.75,112.0
31.7,2.0,103.5,33.23401871576773,80.0,91.75,103.5,115.25,127.0
31.8,7.0,78.85714285714286,33.163376242619265,18.0,65.0,82.0,106.0,110.0
31.9,2.0,103.5,21.920310216782973,88.0,95.75,103.5,111.25,119.0
32.0,2.0,96.0,36.76955262170047,70.0,83.0,96.0,109.0,122.0
32.2,7.0,83.71428571428571,14.09153748075165,70.0,75.5,78.0,88.0,111.0
