text,scene
Franklin Thompson.,11
Seriously?,11
"Off the record. The only people who know are the Governor, Stephen and me.",11
My lips are sealed.,11
I have a meeting tomorrow at Thompson's house.,11
He's gonna endorse?,11
"After I'm done talking with him, what do you think?",11
That's huge.,11
It's more than huge. He has 356 pledged delegates...they all travel with him. That puts us over the top.,11
He's said publicly he's not gonna endorse anyone.,11
That's what they all say until we get them alone in a room.,11
So this is for real?,11
Yup. It's just about in the bag.,11
When are you gonna announce?,11
Nope. That's all you get for now.,11
"Okay so listen up...these are your new cell phones...Shelly has pre- programmed everyone's numbers in...thank you Shelly...no personal calls...if you lose them, Paul has authorized me to kill you.",13
New phones...,13
I'll get it in a bit...,13
"The economy...health care...I've got to believe we can do it. We have enemies...we have to understand why our enemies are our enemies, and see if there is something we can do about that besides using force. What we know from history is the answer to extremism is not extremism. Whoever is the next president, whoever steps up, has got a lot of work to do, but you have a little work to do yourself.",13
Fucking kill me...where did we get this?,13
Before he announced at a town hall meeting in Pennsylvania...,13
Thank God it wasn't overseas. Just get rid of it -,13
"It plays to his base, if-",13
Are you fucking stoned...this is the same...the exact same piece the Republicans are gonna run against him in the general...we don't need to brag about it...Hi I'm Neville Chamberlain and I want to be your commander in chief.,13
If it's gonna come out-,13
It's gonna come out but not paid for by us pal.  Any truth on whether Pullman had investments in those diamond mines in Liberia?,13
We're still checking...it was a blog so who the fuck knows...,13
"Doesn't matter I want to hear him denying it. If it's true, find out, if it's not, let them spend the next day telling the post that he doesn't own a diamond mine in Liberia...win win.",13
Okay.,13
We need to counter this Christian shit we're taking from last night...so get going...Where's our cut on the new thirty and a sixty second spots? We'll show it to him this afternoon in the staff meeting.,13
Got it.,13
Ben wanted me to get you to sign off on this before the staff meeting.,13
"Oh, right. Thanks. I've been waiting for this.",13
Anything interesting?,13
Just some white paper I gotta pass out tonight.,13
White paper?,13
"Negative shit. Our oppo guys do research - we feed it to the press, hope they bite.",13
So like what sort of negative stuff?,13
Read tomorrow's paper and you'll see.,13
Which paper?,13
All of them.,13
So it's something big?,13
I wish it were something bigger actually. Just some transportation numbers. I'll have to spin this shit pretty heavy if we want it to stick.,13
"Well that's what you're good at, right?",13
I guess.,13
Did you get your phone?,13
Just now.,13
It's exciting isn't it?,13
You a Bearcat...?,13
A what?,13
A Cincinnati Bearcat?,13
Oh no...I'm not from here...I worked with you in Iowa actually.,13
Oh that's right...but you changed something.,13
My hair?,13
You changed your hair.,13
No..,13
I must look like a total dumb ass right now.,13
Not at all...you're the big man on campus...I'm just a lowly intern.,13
Come on it's not like that.,13
"Sure it is...you get to stay at the Millennium, they put us into a motel on the other side of the river.",13
"You're right, I am big man on campus.",13
Now you're starting to see.,13
We do have the better bar though.,13
I heard that.,13
You ought to stop by one night and have a drink with the worker bees.,13
Maybe I will...when's a good night?,13
Tonight's good...,13
Really? Tuesday?,13
Yeah it's quiet.,13
Quiet's good.,13
Well you have my number.,13
I do?,13
Programmed right there in your phone.,13
Oh...right...,13
Under Mary.,13
Yup...Mary.,13
Molly...my name's Molly...,13
That's what I'm hearing...since Super Tuesday I'm a very popular guy. What are your polls telling you?,14
That Pullman's negatives are high...mid forties. Senator we have an open seat in the White House and the Republicans don't have dick. They're disorganized and they can't find a nominee that isn't a world class fuck up. They look like Democrats. No Republican is gonna show up to vote for their guy. But if Pullman gets the Democratic nod they'll show up to vote against him.,14
And so you think they won't for your guy...you think Morris gets into the independents?,14
I sure do. Senator...I'm a bit confused...we need your delegates...we need you...your fund raising. It was my understanding that...your endorsement a week before Ohio...would win this for us...,14
Estella...hand me that ice bucket.,14
Paul knows...Paul agrees...,15
"Ben, where's my op ed on national service? It's better for me to work off of that.",15
Got it right here.,15
Get me a hard copy...I hate these fucking things...,15
Print it out.,15
"I'll get it printed. Molly, I'm printing out this op ed...can you grab it off the printer?",15
Be right back.,15
Governor...if you want to change...or lets call it refresh...,15
Just give me a second...,15
National service isn't polling like the rest of your domestic policy.,15
I don't give a shit about polling...I'm not going to play this game with you Stephen...and if this is your good cop bad cop act with Paul...,15
"Good cop, good cop.",15
I'm not changing it.,15
Hang on.,15
"Yeah I said it all here, ""It's going to help people get an education...it's going to create national unity...it's going to teach young people a trade...and it's going to help get people out of debt from college loans. Tell me where that fails.",15
All of that is exactly right...Governor if you're going to do it...then do it. Don't make it voluntary...mandatory.,15
That'll poll well.,15
"Mandatory!...everyone who graduates high school or turns eighteen, gives two years to his or her country. Military...peace corps...plant fucking trees, I don't care...and for that...their college education is paid for...period.",15
"We do all of that now, with this...",15
No sir you don't...do it all...all the way. Mandatory.,15
Paul likes this?...you guys are my brain trust.,15
"And here's the beauty of it...everyone who is older than eighteen and past the age of eligibility, would be for it...create national pride...give all the kids an education.",15
And all the others?,15
Can't vote. Too young.,15
You can't lose.,15
"Stephen you have a call on three, your dad.",15
"Okay, you and Ben work it into the stump speech - get me a hard copy and I'll write it in my own words.",15
"Remember, Governor... you have a six o'clock with Charlie Rose...",15
Why am I doing him?,15
It's long form... he's flying in...,15
Is Paul going?,15
"No, he won't be back... Ben and I are taking you...",15
...Don't tell me anyone's died...,16
Hey Stephen...,16
Who is this?,16
Tom Duffy...sorry about the dad bit...but I didn't think you'd want my name yelled out at a Morris campaign office.,16
What do you want?,16
You got a couple of minutes...I'd like to sit down with you.,16
What for?,16
I think it's important.,16
If it's important shouldn't you be calling Paul?,16
I'm calling you...This is all on the up and up...just give me five minutes.,16
I can't be talking to you...,16
I hear you...but if you get five minutes...I'll be at the Heads First Sports Bar for the next couple of hours.,16
I can't Tom.,16
There won't be anybody there...if you get a chance there's something I want to show you.,16
"Paul, listen, call me as soon as you can...it's important.",16
You're working for the wrong man.,18
You're working for the wrong man.,18
Oh on the contrary you are working for the wrong man. You've got something the other guys don't have.,18
Yeah?,18
"Yeah, what is it exactly? Charm isn't the right word. It's more than that. You exude something. You draw people in. All the reporters love you. Even the ones that hate you love you. You play them all like they're pieces on a chess board. And you make it look effortless. We both know how much work it takes, constantly being on guard, weighing every word so carefully, every move. But from the outside, you make it look easy.",18
"People are scared of you because they don't understand how you do it, and they love you for it. There's nothing more valuable in this business - the ability to win people's respect by making them mistake their fear for love. You can guess what I'm gonna say next.",18
No...I don't think I can.,18
I want you to work for us.,18
You gotta be kidding me.,18
Not in the least.,18
You are going to lose Ohio.,18
I am not.,18
You're sitting on about a six percent lead in both polls...six percent of the Democrats polled.,18
Eight.,18
Six...but that doesn't matter...Independents and Republicans can vote for the Democratic candidate.,18
You think they like your guy?...pro choice...tax and spend liberal?,18
"Fuck no they hate him...they think they can beat my guy...but they're worried about yours...so starting tomorrow morning you're gonna see a fucking blitz...Rush Limbaugh, Sean Hannity, all the right wing blogs are gonna start a ""Get out the vote campaign""...it's already started...every fucking conservative in Ohio is gonna stand in line and punch my guys ticket...that's just one of the steps...Ohio is gone...the polls don't mean shit...tomorrow morning everyone will know...that's why I want you to handle the fallout we'll take in the press...",18
And by the way...we've got Thompson in the bag.,18
I know for a fact that Thompson is going with us.,18
"We promised him Secretary of State, Ohio is over...it's been over for weeks...and with Thompson's delegates...I'm thinking down the road now...that's why I want you...I'll bring you in straight at the top.",18
I can't do it.,18
I'm not asking for an answer right this moment.,18
I've played dirty but I don't have to play dirty anymore...you know why? Cause I got Morris!,18
"None of this is about the democratic process Steve, It's about getting your guy into office. Simple as that.",18
This is the sort of shit the Republicans pull.,18
"You're right, this is exactly what the Republicans do, and it's about time we learned from them. They're meaner, tougher and more disciplined than we are. I've been in this business for twenty five years and I've seen way too many Democrats bite the dust because they wouldn't get down in the mud with the fucking elephants.",18
Paul's a friend.,18
Do you want to work for a friend or do you want to work for the President? Think about it...you have my number.,18
RESIDENTIAL STREET,18
Paul.,18
They don't make quaaludes any more do they?,18
Not that I know of. What's going on with Thompson?,18
He wants something but we'll be fine... So what's so important?,18
It's nothing...never mind.,18
Allright...I'm on the cell if you need me. I fly to DC tomorrow and back tomorrow night.,18
Yeah okay...I'll look for quaaludes.,18
Good man.,18
Just get online and see if there's any chatter on the blogs...,19
What kind of chatter? There's always chatter.,19
I don't know... just see what they're talking about.,19
Give me a second...,19
"Stephen... you're still single, right?",19
"I'm married to the campaign, Governor.",19
Good answer. He's married to the campaign...,19
Wall Street Journal poll has our numbers holding steady and Pullman dropped a point.,19
Really? When did they do that? Governor... Wall Street Journal numbers are in... and Pullman's down a point.,19
"Now we're moving in the right direction. Ben, are you still single?",19
"I'm married to the campaign, Governor.",19
Crack team.,19
Make sure Charlie Rose has these latest numbers before he goes on...,19
I'm on it.,19
And get a copy of the show before we leave...,19
"Is it a difficult decision? I would have to believe that it is... would I do it? No... but I can't see myself... or anyone... certainly not a government, telling a woman what she can do with her body.",20
So you would appoint a judge to...,20
... I would consider it arrogant to judge someone until I've walked in their shoes.,20
But you're against the death penalty?,20
Yes. Because of what it says about us as a society.,20
Suppose Governor it was your wife...,20
"And she was murdered, what would I do.",20
It gets more complicated when it's personal.,20
Sure...well if I could get to him I'd find a way to kill him.,20
"So you, you Governor would impose the death penalty.",20
"No, I would commit a crime for which I would happily go to jail.",20
Then why not let society do that?,20
Because society has to be better than the individual. If I were to do that I would be wrong.,20
And what about guns?,20
Isn't it time for a commercial. They laugh.,20
"This is public TV, we don't have commercials...",20
That's unfortunate.,20
"We're in Kentucky, just over the Ohio River from Cincinnati. This is where all the interns stay.",21
"In the hotel bar, Stephen and Molly are sitting at a back table, they've both been drinking hard.",21
Where'd you go after Iowa?,21
California for Super Tuesday.,21
I had to go to New York.,21
I know...you guys needed a lot more help over there.,21
Yeah. So why politics?,21
Because the pay is so good.,21
It just seems like an odd fit.,21
My dad is Jack Stearns.,21
He's a good guy.,21
He's an asshole but he's your boss.,21
He's not my boss. He's the head of the DNC.,21
You don't work for the Democratic National Committee?,21
"I work for Paul, Paul works for Morris and if Morris wins, he's going to be your dad's boss.",21
Don't tell my dad that.,21
Don't tell your dad a lot of things.,21
Never.,21
What time do you start tomorrow?,21
Nine AM...I'm showing the new interns how to robo call...you see...I'm the experienced intern.,21
I do see...,21
How old are you?,21
How old do you think I am?,21
Thirty?,21
You think I'm thirty?,21
"I'm sorry, how old are you?",21
Thirty...how old are you?,21
How old do you think I am?,21
Twenty one?,21
Twenty.,21
That's young.,21
Too young to fuck a thirty year old?,21
"See laws are different in different states. Here in your hotel, in Kentucky...it's frowned upon...but we'll go across the bridge into Ohio...",21
Where your hotel is?,21
Yeah surprisingly they're very lax about their child endangerment laws...,21
You have a car? I don't drive.,21
I took a cab.,21
I have the keys to the campaign bus...,21
"In fairness, this has been tried before...Operation Chaos, as Rush Limbaugh called it, where Republicans voted for a Democrat they thought they could beat in the general election. We asked Senator Pullman's campaign manager if this sudden right wing support is welcome...",23
"Is it decisive?...Of Course not...look, we believe that the polls are within the margin of error and that the Senator will win Ohio...with Ohio Democrats...I can't really see Republicans showing up to vote for our candidate...having said that, we'll take all the support we can get.",23
What time does Paul land?... Christ...who do we talk to about polling?...no...I just...I just need to get some internal polling on the fucking Independents and the right-wing nuts.,23
Do you want me to go?,23
"Listen, put me on the line with...what's the guy's name at the Wall Street Journal?... yeah...",23
You seem busy...I should go.,23
Wait.,23
Right...Adler...get me on the line with him.,23
Steve?,23
"Molly listen, just give me a second...I want to talk to you about something.",23
We can talk about it later if...,23
"What? No nobody...just the cleaning lady...listen Ben...keep trying till you get him. We're gonna go with the position that we've always said, the race is closer than the polling...right...no don't...don't say that...just get him on the line and call me...I'll handle it...yup.",23
Sorry about that.,23
The cleaning lady.,23
What?,23
You called me the cleaning lady.,23
You're not mad about that are you?,23
No why would I be mad?,23
Look.,23
"Earlier I spoke with Jack Stearns, head of the DNC, and he had this to say...",23
"I know you're looking for a reaction, but listen we have two great candidates in a very tight race...and at the end of the day the voters will decide who best can represent this party in the fall.",23
I understand Jack - but doesn't this kind of disruption take away from what you want to be pushing this year?,23
Your dad is an asshole.,23
I'll tell him you said that.,23
Do that.,23
You said you wanted to talk to me about something?,23
"Yeah, I just wanted...I just wanted to be clear about everything...so there's no confusion...",23
I won't tell anyone about last night.,23
"Well yeah, I'd appreciate it if we kept this...I mean, you know how people are.",23
Really wouldn't look good if you screwed an intern.,23
It's not like I got drunk and this happened...I mean...I wanted to...I really like you...you're smart...but I just...I don't want there to be any expectations...,23
"Steven, you don't have to say anything.",23
I just don't want you to think I'm some kind of player.,23
"Well you are kind of a player, but that's okay.",23
No I'm not. I was being polite.,23
Bullshit...you were trying to pick me up.,23
No I wasn't.,23
You were pretty obvious about it.,23
I was?,23
Totally.,23
I thought I was being all smooth and subtle.,23
You were pretty forward.,23
You were pretty forward ...inviting me to the bar.,23
Well...I've been trying to fuck you for a while.,23
Wow.,23
"Pretty slutty of me, huh?",23
"No, not at all...I mean I kind of respect it in a weird sort of way.",23
Good.,23
You have absolutely no idea how to tie a tie do you...,23
No no not a clue.,23
You're very mature.,23
For a teenager.,23
When are you coming back?,24
I'll be at the event...a little late...these cock suckers...fucking dirty shit.,24
What happened with Thompson?,24
"Nothing, the prick...we had him all sewed up...MOTHER FUCKER...how bad is it?",24
I'm running some numbers now...I don't know...,24
"Alright, I'll be there in three hours...I want hard numbers...and a strategy.",24
Yeah I'm on it...I gotta go.,24
You okay?,25
Yup... Just trying to figure out our stops on the ground.,25
I think the weather might determine that. If we get there.,25
We'll be fine...we have to do it...and it's the right thing. Nothing bad happens when it's the right thing.,25
Is this your personal theory...cause I can shoot holes in it...Roberto Clemente...on a humanitarian flight.,25
Well there are exceptions to every rule...,25
So how we doin?,25
Fine now.,25
No I mean...the campaign how we doin?,25
Great...,25
"Listen Stephen...you're not Paul. I pay him to use the word ""great"". I pay you to tell me the truth.",25
I think we're solid.,25
Okay Paul.,25
Governor there's a big difference between Paul and me. Paul only believes in winning so he'll do or say anything to win.,25
But you wouldn't.,25
I'll do or say anything if I believe in it...but I have to believe in the cause.,25
You'll make a lousy consultant when you're out of this line of work.,25
Well I won't be out of this line of work as long as you're in it.,25
So at best you've got eight years...then you'll end up with a nice little consultant firm on Farragut North...eating at the Palm...pulling in seven hundred and fifty grand a year...pimping out Senators to Saudi Princes.,25
Pimping out ex presidents...,25
Then I better win...,25
Yeah.,25
"Now, I've been married for eleven years, to the smartest person I know...and we have a normal marriage...which means when we disagree...she wins. What we don't ever disagree on is how we're going to leave this planet for our daughter. Are we gonna leave it better off, or worse? The richest people in this country don't pay their fare share. And when they're asked to, they cry socialism, they use phrases like redistribution of wealth. That scares everybody and they all run and they hide. For the record, my campaign is vehemently against the distribution of wealth to the richest Americans, by our government! And I will run on that!",26
I didn't think it was true.,27
Whoa...,27
But I should have told you this yesterday...sorry...,27
-Slow down.,27
I met with Tom Duffy yesterday.,27
What?,27
You were on a plane and he called me and he asked if we could meet...And I said why...he said it was very important so I did...but I should've fucking told you...,27
Stop Stop let me get this straight. You met with Tom Duffy?,27
Yes.,27
What'd he want Stephen?,27
"-the gist of it is he wants to hire me. He wants me to jump ship and come work for him...this is bad Paul. He showed me poll numbers with Pullman ahead by four. We're in really deep fucking trouble he laid out their whole plan. Robo- calls, traffic jams, fake lit, and fucking Thompson. They promised him Secretary of State.",27
"You know how you fight the war on terror?...Don't need their product anymore. Their product is oil, just don't need it and they go away. We don't have to bomb anyone we don't have to invade anyone!",28
If this is some sort of practical-I mean -my fucking blood pressure is going through the roof right now.,29
Paul I'm sorry. Believe me...I just didn't think it was true.,29
It doesn't fucking matter what you thought. It matters what you did. It matters what you didn't do. If all this shit is true I made a fucking ass of myself at Thompson's place. And I gave away our game plan.,29
Please believe me that I honestly believed you were gonna come back and you were gonna tell me that we have Thompson in the bag and I didn't see the point. But it doesn't make it right and I'm sorry.,29
Let me think...let me think...,29
"If I'm your president, the first thing I put in motion, ten years from the day I'm in office...no new car in America runs on an internal combustion engine. It'll create hundreds of thousands of new jobs...we will start the next technological revolution and we will lead the world again...like we used to...",30
We get the Governor right after he finishes singing Kum Bay Ya and give him everything we know.,31
Who do you want...,31
"You, me and the Governor, that's it! What's he got after?",31
A fund-raiser in Cleveland tonight.,31
He'll be late...we're gonna tell him that if he doesn't offer Thompson a cabinet position...he's not gonna get the nomination.,31
Will he go for it?,31
I don't fucking know Stephen.,31
Find us a room...,31
How real are the numbers?,33
"We might pick up a couple of points...but we're...I don't know, we lose by three or four percent.",33
Who the fuck knows Governor...but we can't take the chance...,33
What do you think?,33
I think we fold up the campaign in Ohio...take a loss and blame it on the Republican's playing games...head to North Carolina.,33
I can't run from Ohio...they'll kill us.,33
Not if you get Thompson's endorsement.,33
I'm not gonna do it. What's he want head of the FDA or something ridiculous?,33
Cabinet post.,33
Labor?,33
State...,33
Are you fucking kidding me...I'm gonna give Secretary of State to a guy who wants to cut the top ten floors off the UN? Paul when we started this campaign I said I wasn't gonna make those kind of deals.,33
"Governor, if you lose Ohio, and they get Thompson's delegates...Then they get North Carolina...then they get the lead. A lead you can't beat. But if we walk from Ohio, take Thompson, give him a cabinet post, then we take North Carolina. His state. Then Pennsylvania. Your state. And then it's simple math Mike. Take his endorsement and the race is over.",33
"Paul, I respect you...respect your opinion...but I'm never gonna do it...so I suggest we find a way for me to win Ohio.",33
Anything else?,33
Do we have any other senators that can go to bat for us? House members won't do.,34
Or a Congressman from Ohio maybe.,34
Right...but we need a Senator...one from Ohio would be nice.,34
This is all the car rental companies in Northern Ohio...they've booked every single van for Tuesday...,34
"Fuck...Jess, I'll call you back...  All of them? Goddamit!",34
"Here's what I have so far...Independents don't seem to be biting, but Republicans are...or say they are.",34
They're not gonna tell a pollster that they're gonna vote Democratic...I don't even know how to read these polls.,34
I called and we can get a hundred vans out of Covington and Newport Kentucky.,34
We don't need the fucking vans...we just don't want Pullman to have them...,34
"No, No that's not what I'm saying...we were the underdog before we got into this and we continue to be the underdog...well the numbers...we knew the numbers would get closer the closer we got to Tuesday...I'm not lowering expectations...have you ever heard me say that we had Ohio locked?... Then at least give me the courtesy of printing that in your column.",34
What're you writing?,36
The greatest speech ever given on hydrogen power.,36
The bar is awfully high on that one.,36
Don't I know it.,36
"I got hit up by Mitchell's wife for you to show up at her ""Daughters of the American Revolution"" luncheon.",36
Who's Mitchell?,36
Congressman from the first district. You might want to remember that.,36
Fucking Congressmen. Could you imagine doing this every two years?,36
No I can't. Lets just do this one more time.,36
In four more years.,36
That's it.,36
Deal.,36
You think we'll lose Ohio?,36
I don't know.,36
If you took Thompson's delegates the race is over. Ohio wouldn't matter.,36
Is Paul working on you?,36
Stephen.,36
They are good.,36
Is Thompson so bad?,36
He's a shit.,36
Worse than Pullman?,36
Yes Stephen.,36
"Every time I draw a line in the sand...and I keep moving it. Fund raising, union deals...I wasn't going to do any of it...negative ads...I can't on this one. Not Thompson.",36
Tell Mrs. Mitchell I'll make her goddamn luncheon.,36
Let the old ladies pat me on the head.,36
You've got great hair.,36
You too baby.,36
Gay marriage?,37
It's a silly argument.,37
Not to fifty percent of Americans.,37
Over the age of fifty.,37
That's who votes...that's who shows up at the polls.,37
Well that's changing...and hopefully the way we frame the argument is...,37
Keep an eye on the Governor.,37
Let me know how it's going out there.,37
I'm on it.,37
From...a religious...a,37
From a religious to a civil rights issue.,37
But one could argue a great difference between gender and race.,37
Not really. They used to ban interracial marriage...women couldn't vote...the list goes on...,37
The argument of course-,37
Now wait she has a point to make....,37
"The argument is that men and women, can in fact be separate but equal, races cannot.",37
How so?,37
You have separate public bathrooms for men and women but it would be illegal to have separate bathrooms for two races.,37
Now.,37
Yes now.,37
So that's what I'm saying.,37
What time is this on tonight?,38
Nine o'clock.,38
How'd he do?,38
He did good.,38
"See we're framing the argument based on the idea that homosexuality is a choice, you choose to be gay, not that you were born that way like being born black. Because if you start the discussion with the idea that gay is not a life choice but part of your DNA, then gay marriage is and can only be a civil rights issue.",41
Do you think candor is your appeal? Is that what you're running on as much as your platform...?,41
We'll see. It'll drive them to the polls one way or the other.,41
I just heard a lot of Christian Coalition cars start up.,41
It's not you.,41
Hello...,42
Molly?,42
Your phone rang.,42
Really?,42
Who's calling at 2:30 in the morning?,42
I don't know?,42
He asked for you by name.,42
You answered it?,42
I thought it was mine. Who was it?,42
I don't know...,42
One of the other interns drunk dialing you?,42
Oh that never happens...let me see the number...,42
Hold on...,42
Stephen...,42
I'm gonna call him back.,42
No!,42
...And I'm gonna tell him that I'm your dad...,42
Gimme my phone Stephen!,42
And I'm gonna tell him I'm coming over there with a shotgun...,42
Don't do that Stephen... Hang up!,42
Why is the Governor calling you at 2:30 in the morning?,42
Why is the Governor calling you at all?,42
I'm in trouble...,42
With the Governor? What's going on?,42
I was working on the campaign in Iowa...we had a party in Ben's room after the rally in Des Moines...,42
There was a party with you...and Ben...and the Governor.,42
No he wasn't there.,42
Where was he?,42
I took him up a hard copy of the polling numbers...,42
After the party?,42
About midnight I guess...I stood in the doorway with him...we were talking...a long time...then he just reached behind me and closed the door.,42
Jesus fucking Christ...Were you drunk?,42
Not that drunk...,42
How many times?,42
Just that once.,42
Does anybody know? Did anyone see you?,42
No.,42
How could you know?,42
I know!,42
Then why is he calling you now?,42
I called him first.,42
Why?,42
Because I didn't know who to go to...and I needed nine hundred bucks...,42
For what?,42
I can't go to my dad...We're catholic.,42
So what should I do?,42
Ben... come here a minute,45
What's up?,45
What's our limit on petty cash?,45
It's probably five hundred. Why?,45
I need as much as we have.,45
Everything okay?... anything I can help with?,45
Yeah...don't put it on the books. That's all.,45
What should I put it down as?,45
Don't put it down as anything...,45
Anything over a hundred I got to put it down as something...,45
Just do it!,45
Molly...,45
Here...,45
Okay.,45
I'll take that. That's all.,45
Stevie ... off the record ...,47
No I can't tell you what happened in North Carolina.,47
That's not what I wanted to ask you about.,47
Okay what?,47
You met with Duffy.,47
Who told you that?,47
A little bird.,47
Who?,47
Did you meet with him?,47
Where are you?,47
"I know you met with him at a little bar in Cincy, two nights ago, just before the press conference. Duffy ordered buffalo wings.",48
Did Duffy tell you this?,48
Anonymous. What happened with Duffy?,48
You're supposed to be my friend Ida. You'd stab me in the back like this? You'd ruin my reputation just so you-,48
Wait wait wait -is that what you thought? That we were friends?,48
"I've given you everything -every fucking scoop, your profile with Pau1....",48
"You're right -you've given me a lot. But let's get real here Steve. The only reason you ever treated me well was that I work for the Times. Not because I was your friend. You give me what I want, I write you better stories. Don't pretend it's any more than that. Why'd you meet with Duffy?",48
Go fuck yourself.,48
